NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.2185072467907006,-0.13505664028075676,-0.26167069115964964,-0.17338890510490867,0.0,0.0,2.104043893001315,0.0,2.4477163964569586,1.169368932875915,0.0,0.0,0.1158160931958093,0.0,0.27,1.443
