NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.4746213996260722,-0.6415517790699706,-0.5043925175050991,-0.2770923681596041,0.0,0.0,2.3221089352079503,0.0,3.315361970117577,0.0,0.0,2.4853878753874445,1.057078588791139,5.1201031375815425e-06,0.25,1.498
