,Unnamed: 0,had1,had2,z1,z2,mins,maxx,fit_line,conv
0,0,300.0,200.0,0.25,0.15,-0.017020191539248688,0.01971211383893041,,-0.010766465843826132
1,1,300.0,200.0,0.25,0.222,-0.026259230321377336,0.04598280875096557,,-0.023279191063894044
2,2,300.0,200.0,0.25,0.294,-0.029371180183973822,0.0694740507508589,,-0.035371548736102154
3,3,300.0,200.0,0.25,0.3670000000000001,-0.02845383000560418,0.08604177331554119,,-0.045260336044371005
4,4,300.0,200.0,0.25,0.439,-0.025728240177546054,0.09672417759770648,,-0.0529820917240666
5,5,300.0,200.0,0.25,0.511,-0.023210625493478205,0.10405047869810355,,-0.05918996041329756
6,6,300.0,200.0,0.25,0.583,-0.0211565750989961,0.10976794186851012,,-0.06423184074139954
7,7,300.0,200.0,0.25,0.6559999999999999,-0.01934124137125617,0.1147067828805528,,-0.06842069405444452
8,8,300.0,200.0,0.25,0.728,-0.019297826893589262,0.11948630145995737,,-0.07217095749360697
9,9,300.0,200.0,0.25,0.8,-0.019132807112515395,0.12387138946566105,,-0.07545629601967087
10,10,300.0,200.0,0.35,0.15,-0.011204235582818516,0.007164100721645485,,-0.007437040928287167
11,11,300.0,200.0,0.35,0.222,-0.018787264516956614,0.01663987377240921,,-0.015650772608340833
12,12,300.0,200.0,0.35,0.294,-0.021764495382651478,0.025067251591611883,,-0.02293149812148858
13,13,300.0,200.0,0.35,0.3670000000000001,-0.02118394176284695,0.030944159491716767,,-0.028432613585520364
14,14,300.0,200.0,0.35,0.439,-0.01944948883574726,0.034715962224050545,,-0.032421927805310786
15,15,300.0,200.0,0.35,0.511,-0.017960518258669782,0.03750193018634971,,-0.035459572714431835
16,16,300.0,200.0,0.35,0.583,-0.016537962377810536,0.039943699465543554,,-0.037871042407754484
17,17,300.0,200.0,0.35,0.6559999999999999,-0.015801304930280542,0.042259614656284174,,-0.03985841215469873
18,18,300.0,200.0,0.35,0.728,-0.015132171981913313,0.04458225225991456,,-0.041617753260913715
19,19,300.0,200.0,0.35,0.8,-0.014599531039536595,0.046741978304842675,,-0.04312380519338533
20,20,300.0,200.0,0.45,0.15,-0.012899350539024858,0.005721710715340995,,-0.009878543184652169
21,21,300.0,200.0,0.45,0.222,-0.02435401250509203,0.013113278208794116,,-0.019408038634558544
22,22,300.0,200.0,0.45,0.294,-0.03255196895578918,0.019610121125525175,,-0.02696999102052048
23,23,300.0,200.0,0.45,0.3670000000000001,-0.03748364675347409,0.024116672950471003,,-0.03206185924562641
24,24,300.0,200.0,0.45,0.439,-0.039929237726498035,0.026999173508423888,,-0.03534039951628083
25,25,300.0,200.0,0.45,0.511,-0.041176673520494714,0.029203953384859576,,-0.037597703569477434
26,26,300.0,200.0,0.45,0.583,-0.0419826008168966,0.031185922724414495,,-0.03928852956374925
27,27,300.0,200.0,0.45,0.6559999999999999,-0.04270962075588228,0.03313585364362653,,-0.040693864218476566
28,28,300.0,200.0,0.45,0.728,-0.04344427482886468,0.035122594041287515,,-0.0418416324497101
29,29,300.0,200.0,0.45,0.8,-0.04416453391608929,0.03698339546117032,,-0.042844980533728885
30,30,300.0,200.0,0.6,0.15,-0.013190460567388533,0.004590171800048481,,-0.016678038198158683
31,31,300.0,200.0,0.6,0.222,-0.024830608090008314,0.010465153058267307,,-0.0322042286164426
32,32,300.0,200.0,0.6,0.294,-0.033692175994017366,0.015643032313261716,,-0.04444084143925512
33,33,300.0,200.0,0.6,0.3670000000000001,-0.03945954663590244,0.01928026015077287,,-0.052583819692944185
34,34,300.0,200.0,0.6,0.439,-0.0429942969476652,0.021712451486660483,,-0.057792110584438186
