NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.8428914025088624,-0.1190452951967577,-0.07075949259699715,-0.6935383225113129,0.0,0.0,1.4735642905704596,0.0,7.722833585067014,0.0,0.0,7.851231034935712,0.19999980926519736,0.0,0.25,2.62
