NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.24220623977448297,-0.22254760746839414,-0.20823576007599975,-0.13510937613632093,0.0,0.0,1.7596691636740003,0.0,3.046280999566058,0.0,0.0,2.0259755652242517,2.108109647819684,0.9254288793402329,0.25,2.041
