NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.1899923296374965,-0.2685959560885019,-0.6186165226966561,-0.05590882802968755,0.0,0.0,2.6394988385800784,0.0,3.626186214951637,0.0,0.0,2.1198199857433387e-06,1.2067787834428856,0.3355784234201913,0.25,1.781
