Unnamed: 0,had1,had2,z1,z2,conv,UP,DO,ST,UPb,DOb,STb
59,300.0,105.0,0.35,0.8,0.05398750091766981,0.06489556369344579,-0.00419336326915151,-0.0013764938190913261,-0.005933500179567686,-0.013119268385523216,-0.0015307747784851133
60,300.0,105.0,0.45,0.15,-0.00039099255623495995,-0.0016729587938889552,0.0025901993238048584,0.002298466499168914,0.001024119102540071,0.0006077577277489117,0.0012602116214533545
61,300.0,105.0,0.45,0.222,-0.011351914118312044,0.0013411108473433458,-0.0017453732467286125,-0.0014948130808062066,-0.000693175500709152,-0.000488264041089704,-0.0008195815849452721
62,300.0,105.0,0.45,0.294,-0.0174787402811945,0.004466555033931491,-0.005051826855392258,-0.004337036846814041,-0.0020048366678598463,-0.0016314086582266524,-0.0023779264300796744
63,300.0,105.0,0.45,0.36700000000000005,-0.020844289351520287,0.006901289250214843,-0.006843641353399294,-0.005869366733029865,-0.0027141622263070053,-0.00253165952082431,-0.0032180778663558687
64,300.0,105.0,0.45,0.439,-0.022516549572215546,0.009318441740820324,-0.008055868407673167,-0.006849102409170398,-0.0031942630408434863,-0.003432658927779912,-0.0037552509273820803
65,300.0,105.0,0.45,0.511,-0.022738942982862616,0.012124019620156381,-0.008904197526024407,-0.007481815463111296,-0.003530266809070049,-0.004482131151143254,-0.0041021571554736656
66,300.0,105.0,0.45,0.583,-0.020795825054049102,0.015553131597699131,-0.009300643854842054,-0.007716125717517722,-0.0036896985574940483,-0.0057608484738203266,-0.004230625639019299
67,300.0,105.0,0.45,0.6559999999999999,-0.016272591491892974,0.01961134587536136,-0.00910383560531861,-0.007448896254980856,-0.0036106658399614406,-0.007266452780785809,-0.0040841080915999806
68,300.0,105.0,0.45,0.728,-0.008496217983864442,0.024017960144136343,-0.00806626504549263,-0.006520468188912436,-0.0031981247384542323,-0.00888782964825046,-0.003575066154740799
69,300.0,105.0,0.45,0.8,0.000539812004602984,0.02797693999770462,-0.006547609991633147,-0.005238464594599134,-0.0025955237821917573,-0.010330693232169313,-0.002872164533645708
70,300.0,105.0,0.6,0.15,-0.00032767031119911375,-0.0001776956769708588,0.001538343259846259,0.00582436469339572,0.00011304360112985631,0.00012407390945212718,0.0010718475563962213
71,300.0,105.0,0.6,0.222,-0.015611328613657096,0.00013654277993846708,-0.0010351299605000173,-0.0038356408531536722,-7.339840609019416e-05,-9.960592294215428e-05,-0.00070586621753408
72,300.0,105.0,0.6,0.294,-0.025426475183821698,0.00046711425034459784,-0.003000186241364805,-0.01111979760671571,-0.00021785138208071437,-0.00033291312035760957,-0.0020463567306994853
73,300.0,105.0,0.6,0.36700000000000005,-0.032264986958150485,0.0007369480925669193,-0.004137300245046153,-0.015256363210418076,-0.00030113688124814425,-0.0005259173537140855,-0.0028076015990416937
74,300.0,105.0,0.6,0.439,-0.03754241350626286,0.0010270514779418445,-0.005020888367215422,-0.018343041540521677,-0.00036578813626499503,-0.0007351789605762189,-0.0033756375651367064
75,300.0,105.0,0.6,0.511,-0.042389031230376774,0.0014016829960727924,-0.005817952533187514,-0.02100034992226414,-0.00042403959883900055,-0.0010063880277415111,-0.0038646573373346035
76,300.0,105.0,0.6,0.583,-0.046598029023752444,0.001933362983916347,-0.0065320228257405325,-0.023276229835546676,-0.00047650763359680516,-0.0013903895715210548,-0.004283483501580322
77,300.0,105.0,0.6,0.6559999999999999,-0.049589929098626646,0.002703804947024368,-0.007090097868365152,-0.024915261149444746,-0.0005171652535671753,-0.0019448043275099509,-0.00458511154191416
78,300.0,105.0,0.6,0.728,-0.049445092194815986,0.0038021358515253714,-0.007212526485355628,-0.025039060305437847,-0.0005259627635164237,-0.002731101952276114,-0.004607894082125896
79,300.0,105.0,0.6,0.8,-0.045698407407056885,0.005165381035150007,-0.006827907859278286,-0.02345971025023904,-0.0004978426591374516,-0.003702245977551659,-0.004317249078512271
80,310.0,100.0,0.25,0.15,-0.0011178771015452357,0.004832891765257195,0.001325935855533513,0.000797581159039255,-0.008055108912190903,0.0012354092384987952,0.00030259327856534704
81,310.0,100.0,0.25,0.222,0.0018516736965427628,-0.003990292592228653,-0.0013665350171493842,-0.000811403839186078,0.007815015683425911,-0.0011037923233043934,-0.0003078374472079776
82,310.0,100.0,0.25,0.294,0.008985463823132178,-0.009877047433086235,-0.003918662391337942,-0.0018056702586243493,0.02225685402203918,-0.0026788889254864,-0.0006850508909002316
83,310.0,100.0,0.25,0.36700000000000005,0.01795143260359415,-0.012979305815533798,-0.005966354566944634,-0.0023349580933735912,0.03339187064612863,-0.0035565219964083443,-0.0008858567141150747
