Unnamed: 0,had1,had2,z1,z2,conv,UP,DO,ST,UPb,DOb,STb
0,300.0,200.0,0.25,0.15,-0.0054882449841353025,0.0027049616681175323,-0.0006084022832009879,-0.002491627993185438,-0.004204784361864123,-0.0004544554829044116,-0.0004451844848603822
1,300.0,200.0,0.25,0.222,-0.018139205070588894,0.0056927023571149045,-0.0012292469013206618,-0.007337819681395637,-0.013665159006517255,-0.0009182049600623957,-0.0009079940492400417
2,300.0,200.0,0.25,0.294,-0.029990430623782052,0.006501125901600665,-0.0013943573443020959,-0.010598812028562766,-0.02248252812339183,-0.0010415367557665527,-0.0010140714996080542
3,300.0,200.0,0.25,0.36700000000000005,-0.04079435339116551,0.006757000328979278,-0.0014492517656928081,-0.013010887595573993,-0.0310094829429632,-0.001082540991731313,-0.0010470788744607789
4,300.0,200.0,0.25,0.439,-0.052517499848463996,0.00714243883342867,-0.0015310920435729113,-0.015253060778042683,-0.04069246901552415,-0.0011436728514103236,-0.0011024163242776578
5,300.0,200.0,0.25,0.511,-0.06727545394913916,0.007673625582074701,-0.001644002840015202,-0.018049728497091293,-0.052915688313023325,-0.001228013314848975,-0.001185640339270177
6,300.0,200.0,0.25,0.583,-0.08558552967444516,0.00809821925315503,-0.0017348452125400652,-0.02162015766955821,-0.06786329204261482,-0.0012958694281705132,-0.0012429963186561276
7,300.0,200.0,0.25,0.6559999999999999,-0.10654882670234278,0.00812727496733106,-0.0017414689873283412,-0.025816516964803964,-0.08463691366029631,-0.001300817159060375,-0.001247848769609504
8,300.0,200.0,0.25,0.728,-0.12680827193101676,0.007376437332328336,-0.001577438837855229,-0.029901650597991873,-0.1004976665019053,-0.0011782923052786238,-0.0011269881286296282
9,300.0,200.0,0.25,0.8,-0.1440885305326634,0.006122672753483718,-0.001309563513538848,-0.03336404511345936,-0.11369857039437163,-0.0009781986941404797,-0.0009391162397495005
10,300.0,200.0,0.35,0.15,-1.4720408176709486e-05,8.758307613016136e-06,-2.090393942352492e-06,-8.13034167060311e-06,-1.4350421578889008e-05,-6.834593490223853e-07,-1.6370840354373372e-07
11,300.0,200.0,0.35,0.222,-0.012756905279235951,0.0017876044822869943,-0.0010031812231428088,-0.008478800474736968,-0.004293147027542917,-0.0003279925241980758,-0.000435392356905307
12,300.0,200.0,0.35,0.294,-0.022864109747953693,0.002386450820683522,-0.001337174577602608,-0.014649723834933962,-0.008288999363950823,-0.0004371924582353755,-0.000585310357956029
13,300.0,200.0,0.35,0.36700000000000005,-0.03130355966779393,0.002644089332115089,-0.0014768574176881265,-0.019121124874226614,-0.012251868501733121,-0.00048286210022017507,-0.0006435918877647489
14,300.0,200.0,0.35,0.439,-0.03987150111329584,0.002899077310504585,-0.0016163481943379453,-0.02324493847215197,-0.01672060547839622,-0.000528468946600723,-0.0006978367403175984
