,Unnamed: 0,had1,had2,z1,z2,mins,maxx,fit_line,conv
0,0,300.0,100.0,0.25,0.15,-0.02020821380188185,0.006444994878077695,,-0.013264811376060507
1,1,300.0,100.0,0.25,0.222,-0.04032046515007596,0.011916840767128447,,-0.028411882820320287
2,2,300.0,100.0,0.25,0.294,-0.05876665347897709,0.015050657313445973,,-0.04322263212115403
3,3,300.0,100.0,0.25,0.3670000000000001,-0.0734113771284835,0.01591765438122958,,-0.056038924285563535
4,4,300.0,100.0,0.25,0.439,-0.08525947938057464,0.015109808756900416,,-0.06747864485608124
5,5,300.0,100.0,0.25,0.511,-0.09731330712706848,0.012992791531051304,,-0.07908649708466621
6,6,300.0,100.0,0.25,0.583,-0.11295460960794013,0.009822345776488578,,-0.09176388208534143
7,7,300.0,100.0,0.25,0.6559999999999999,-0.13133765608035156,0.005847887407861409,,-0.10557780142580038
8,8,300.0,100.0,0.25,0.728,-0.15141902647203753,0.0012304399412401332,,-0.12072331654156016
9,9,300.0,100.0,0.25,0.8,-0.17005940523672955,-0.003061044398186612,,-0.13479724927122194
10,10,300.0,100.0,0.35,0.15,-0.01123222513815099,0.00015536929672339576,,-0.00891994656238228
11,11,300.0,100.0,0.35,0.222,-0.02382931879685344,-0.0003623130126289511,,-0.01976239740048113
12,12,300.0,100.0,0.35,0.294,-0.03600234609415193,-0.0014011788269055374,,-0.030442029705512182
13,13,300.0,100.0,0.35,0.3670000000000001,-0.046687694494593195,-0.0028426185833771932,,-0.03963322030268246
14,14,300.0,100.0,0.35,0.439,-0.05588203611603645,-0.004249408288003411,,-0.047599098279696064
15,15,300.0,100.0,0.35,0.511,-0.06483044758821693,-0.005922923687000054,,-0.0554041303460357
16,16,300.0,100.0,0.35,0.583,-0.07448028797693289,-0.007939148030612719,,-0.06377547181550873
17,17,300.0,100.0,0.35,0.6559999999999999,-0.08542193345306365,-0.010286796411198031,,-0.07277105481261101
18,18,300.0,100.0,0.35,0.728,-0.09759282043508015,-0.012967362247101995,,-0.08281407892687716
19,19,300.0,100.0,0.35,0.8,-0.10919987901345758,-0.015490292049180216,,-0.09229968628830193
20,20,300.0,100.0,0.45,0.15,-0.012654936110409921,-0.003804188337439373,,-0.010660377338150749
21,21,300.0,100.0,0.45,0.222,-0.02586072390924628,-0.008138365556386074,,-0.021884997915905414
22,22,300.0,100.0,0.45,0.294,-0.03798383937179647,-0.01226277915988988,,-0.03212107409412733
23,23,300.0,100.0,0.45,0.3670000000000001,-0.04818904690493315,-0.01572659097391678,,-0.04045415507333172
24,24,300.0,100.0,0.45,0.439,-0.05695315562176404,-0.018780963622326566,,-0.04744030992191662
25,25,300.0,100.0,0.45,0.511,-0.06564726046858838,-0.021848066678713775,,-0.05415705642879263
26,26,300.0,100.0,0.45,0.583,-0.07507660644135136,-0.0251930098628317,,-0.06129574601349778
27,27,300.0,100.0,0.45,0.6559999999999999,-0.08570406032767275,-0.028972187205439547,,-0.06924496904242024
28,28,300.0,100.0,0.45,0.728,-0.09778757268299956,-0.03322913098311774,,-0.07812624893845528
29,29,300.0,100.0,0.45,0.8,-0.10972266595460117,-0.03747361963564362,,-0.08692149529051729
30,30,300.0,100.0,0.6,0.15,-0.015094115524430166,-0.007406151123031007,,-0.012715643591705407
31,31,300.0,100.0,0.6,0.222,-0.02865055906769401,-0.014573480275227963,,-0.024205123673824654
32,32,300.0,100.0,0.6,0.294,-0.039878938355087545,-0.020958980233775848,,-0.03378100639173976
33,33,300.0,100.0,0.6,0.3670000000000001,-0.048183082506844506,-0.026082276979330906,,-0.04092249257119844
34,34,300.0,100.0,0.6,0.439,-0.054405445300243195,-0.03003032047723331,,-0.04634022762376156
35,35,300.0,100.0,0.6,0.511,-0.06001154829606954,-0.03384609244523844,,-0.05129618078097768
36,36,300.0,100.0,0.6,0.583,-0.06555640664004779,-0.037927886164979434,,-0.05628878576942326
37,37,300.0,100.0,0.6,0.6559999999999999,-0.07315846873252108,-0.04135318847495869,,-0.061883128255699416
38,38,300.0,100.0,0.6,0.728,-0.08347419485500686,-0.04542643140542254,,-0.06916316938059873
39,39,300.0,100.0,0.6,0.8,-0.09537311911826697,-0.04987589479223786,,-0.07739680654764018
40,40,300.0,105.0,0.25,0.15,-0.013717496290920178,0.010817624295244301,,-0.0016960171968606838
41,41,300.0,105.0,0.25,0.222,-0.024789642813748694,0.024264363694795562,,0.0025180521930663192
42,42,300.0,105.0,0.25,0.294,-0.03548434601447976,0.036851884919211965,,0.009593273050436715
43,43,300.0,105.0,0.25,0.3670000000000001,-0.04306711854976111,0.0468888266791503,,0.017438673690240446
44,44,300.0,105.0,0.25,0.439,-0.048230072477140326,0.054833757133372546,,0.0257307712016771
45,45,300.0,105.0,0.25,0.511,-0.052044768033560104,0.06184574279090582,,0.03510080724391309
46,46,300.0,105.0,0.25,0.583,-0.055136044087331325,0.07293230398171978,,0.04605329972007845
47,47,300.0,105.0,0.25,0.6559999999999999,-0.05788773333620871,0.08728641220282471,,0.058269606130980325
48,48,300.0,105.0,0.25,0.728,-0.06057813206382687,0.10302350327306434,,0.07178542190901525
49,49,300.0,105.0,0.25,0.8,-0.06302404898422526,0.11751826698839535,,0.0842228975382931
50,50,300.0,105.0,0.35,0.15,-0.007609986340582045,0.0018187379594526412,,-0.004175393792699647
51,51,300.0,105.0,0.35,0.222,-0.013145738229261943,0.004609686214280818,,-0.005362827117178961
52,52,300.0,105.0,0.35,0.294,-0.016606100183060746,0.007629082953417647,,-0.004437016268379358
53,53,300.0,105.0,0.35,0.3670000000000001,-0.019864760325332707,0.012402171085104514,,-0.0017095640479111494
54,54,300.0,105.0,0.35,0.439,-0.021991705584251186,0.01798148504532624,,0.0016098885332830894
55,55,300.0,105.0,0.35,0.511,-0.02345850778901321,0.024278996857552495,,0.005909281235345156
56,56,300.0,105.0,0.35,0.583,-0.024497868862634112,0.03158287557004224,,0.01130517686886075
57,57,300.0,105.0,0.35,0.6559999999999999,-0.025270942826850492,0.03981472674267559,,0.01756545798969853
58,58,300.0,105.0,0.35,0.728,-0.025878792073612426,0.0489721984323479,,0.02463798289622905
59,59,300.0,105.0,0.35,0.8,-0.026393165935203466,0.057456734467271633,,0.03121170147383685
60,60,300.0,105.0,0.45,0.15,-0.009325194901065724,-0.0024333221592254726,,-0.007924527045432223
61,61,300.0,105.0,0.45,0.222,-0.01597670295370831,-0.00404118654228925,,-0.013622717199281124
62,62,300.0,105.0,0.45,0.294,-0.020058020948599525,-0.004765400994255292,,-0.016970148843020557
63,63,300.0,105.0,0.45,0.3670000000000001,-0.021978086634849073,-0.0047306005737098485,,-0.01823840445883633
64,64,300.0,105.0,0.45,0.439,-0.02270024874811933,-0.003908339861089024,,-0.017943823252969792
65,65,300.0,105.0,0.45,0.511,-0.0222570427114334,-0.0024791423214575335,,-0.01636122135959129
66,66,300.0,105.0,0.45,0.583,-0.020731403784563913,-0.00036801769041849814,,-0.01355529047355442
67,67,300.0,105.0,0.45,0.6559999999999999,-0.019517453629006164,0.0023450497678253156,,-0.009674278717755157
68,68,300.0,105.0,0.45,0.728,-0.01857602483004575,0.008522278312444778,,-0.004724835505043439
69,69,300.0,105.0,0.45,0.8,-0.017553162852035342,0.01526453235631461,,0.00023706592433559034
70,70,300.0,105.0,0.6,0.15,-0.014040822172237817,-0.006492619713365454,,-0.011802476081244209
71,71,300.0,105.0,0.6,0.222,-0.025452172165395998,-0.011820423035716067,,-0.021442465122475437
72,72,300.0,105.0,0.6,0.294,-0.03384704246247943,-0.015777601370693606,,-0.028577332404174663
