NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.11729036297331895,-0.10522693713092934,-0.082611985333227,-0.0801421110750816,0.0,0.0,1.4478145859553027,0.0,3.8195133003478103,0.0,0.0,3.2639243298328555,0.07679689026597306,0.0,0.25,2.013
