had1,had2,z1,z2,mins,maxx,fit_line,conv
300.0,200.0,0.25,0.15,-0.01925507051875816,-0.013223719163172156,-0.016370201421845296,-0.017222399849615013
300.0,200.0,0.25,0.20357142857142854,-0.02787438682680413,-0.018988266059713082,-0.023591955866295627,-0.026028443828203386
300.0,200.0,0.25,0.2571428571428571,-0.03616104454951638,-0.02413733904800266,-0.0303207181694304,-0.03356935826219949
300.0,200.0,0.25,0.3107142857142857,-0.04350780229014163,-0.0285428407134532,-0.03625491958121728,-0.03998038435163687
300.0,200.0,0.25,0.3642857142857143,-0.04987357312294584,-0.03233757003238792,-0.04137736193843507,-0.045619308098451605
300.0,200.0,0.25,0.4178571428571428,-0.05549169047837769,-0.035672846159948784,-0.045882725935758886,-0.050693971833985677
300.0,200.0,0.25,0.4714285714285714,-0.060343118580047664,-0.038498587453656335,-0.04976365979265948,-0.05510479999904895
300.0,200.0,0.25,0.525,-0.06457383295729444,-0.040944113492487534,-0.05314133733961365,-0.05896938297001555
300.0,200.0,0.25,0.5785714285714285,-0.06831753768196594,-0.043028772821464265,-0.056045800985529096,-0.06232322076989646
300.0,200.0,0.25,0.6321428571428571,-0.07155138386245916,-0.044802841685644704,-0.05854314514286243,-0.06522686751158692
300.0,200.0,0.25,0.6857142857142857,-0.07431771455878519,-0.046295098139091134,-0.0606710404951073,-0.06771713515571524
300.0,200.0,0.25,0.7392857142857143,-0.07678921719780622,-0.04761339070055249,-0.06256815977614291,-0.0699245673259304
300.0,200.0,0.25,0.7928571428571428,-0.07901764615448068,-0.048786284503316235,-0.0642736064072362,-0.07191112959963919
300.0,200.0,0.25,0.8464285714285714,-0.08108175391049308,-0.049859709285962166,-0.06584849042847528,-0.0736376578707088
300.0,200.0,0.25,0.9,-0.08304913835195524,-0.05087505487101559,-0.06734641053866465,-0.07522625285340942
300.0,200.0,0.35,0.15,-0.014383416904368609,-0.008971840580448575,-0.011634783177934623,-0.011029222468763814
300.0,200.0,0.35,0.20357142857142854,-0.019905614643409092,-0.012221399782661374,-0.016093472098554443,-0.015876997696980914
300.0,200.0,0.35,0.2571428571428571,-0.025256424555072318,-0.015331984299305922,-0.020384516694294988,-0.02061268145223805
300.0,200.0,0.35,0.3107142857142857,-0.030339683861454532,-0.018227777357221597,-0.0243877768396603,-0.025333056977903917
300.0,200.0,0.35,0.3642857142857143,-0.034990202349754376,-0.0208557215156678,-0.028045917270782955,-0.029815301382754046
300.0,200.0,0.35,0.4178571428571428,-0.03921874079043943,-0.023159559035257186,-0.03137557380712793,-0.03394528277729012
300.0,200.0,0.35,0.4714285714285714,-0.04303645633017182,-0.025089964945375475,-0.034362916746691126,-0.03764588405276952
300.0,200.0,0.35,0.525,-0.04655315419553465,-0.026777554678918413,-0.037038603358837935,-0.04091904945718258
300.0,200.0,0.35,0.5785714285714285,-0.049795680905186455,-0.02823277462529796,-0.03941144376077922,-0.04377036174791807
